id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,Location
11611179,14209350,2014-04-12,"Woolgoolga, Australia",within a few hours,100%,86%,f,t,t,Coffs Harbour,-30.10884,153.20084,Entire rental unit,Entire home/apt,4,1 bath,3.0,"[""Shampoo"", ""Crib"", ""TV"", ""Washer"", ""Host greets you"", ""Beach access \u2013 Beachfront"", ""Essentials"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Free parking garage on premises \u2013 1 space"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Hot water""]",$270.00,57,8,2,2016-03-30,2024-04-14,4.96,4.98,4.89,4.98,4.96,5.0,4.82,3,3,0,0,0.58,mid_north_nsw
11624459,14209350,2014-04-12,"Woolgoolga, Australia",within a few hours,100%,86%,f,t,t,Coffs Harbour,-30.10885,153.20073,Entire rental unit,Entire home/apt,4,1 bath,3.0,"[""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Portable heater"", ""Host greets you"", ""Essentials"", ""Wifi"", ""Hangers"", ""Iron"", ""Smoke alarm"", ""Kitchen"", ""Shared beach access \u2013 Beachfront"", ""Free parking garage on premises \u2013 1 space"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Free street parking"", ""Private entrance"", ""Hot water"", ""TV with standard cable""]",$270.00,48,5,1,2016-03-30,2024-04-02,5.0,4.94,4.92,4.94,4.88,4.98,4.88,3,3,0,0,0.49,mid_north_nsw
11698306,62160793,2016-03-08,"Port Macquarie, Australia",within an hour,100%,100%,t,t,t,Port Macquarie-Hastings,-31.46468,152.92285,Private room in home,Private room,2,1 private bath,1.0,"[""Shared beach access"", ""Private living room"", ""Luggage dropoff allowed"", ""Iron"", ""Self check-in"", ""Shampoo"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hot water kettle"", ""Books and reading material"", ""Shower gel"", ""Refrigerator"", ""BBQ grill"", ""Ceiling fan"", ""Essentials"", ""Dryer"", ""Heating"", ""Wine glasses"", ""Private entrance"", ""Conditioner"", ""Hot water"", ""Drying rack for clothing"", ""Lock on bedroom door"", ""Board games"", ""Free parking on premises"", ""Lockbox"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Dishes and silverware"", ""Portable fans"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Bed linens"", ""Body soap"", ""Garden view"", ""Extra pillows and blankets"", ""Microwave"", ""Mini fridge"", ""Cleaning products"", ""32 inch HDTV with DVD player, Netflix"", ""Toaster"", ""Coffee"", ""Paid washer \u2013 In building"", ""Outdoor furniture"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Hair dryer"", ""Free street parking"", ""Room-darkening shades""]",$94.00,622,48,6,2016-03-17,2024-04-15,4.97,4.99,4.98,4.99,4.98,4.87,4.94,1,0,1,0,6.31,mid_north_nsw
11736154,26569278,2015-01-23,"Bellingen, Australia",within an hour,100%,95%,t,t,t,Bellingen,-30.48365,152.88311,Farm stay,Entire home/apt,8,2.5 baths,3.0,"[""Toaster"", ""Dishwasher"", ""Generic  conditioner"", ""Pocket wifi"", ""Other stainless steel gas stove"", ""Window guards"", ""Outdoor furniture"", ""Coffee maker"", ""Oven"", ""Iron"", ""Breakfast"", ""Laundromat nearby"", ""Shampoo"", ""Baking sheet"", ""Clothing storage: closet, wardrobe, and dresser"", ""Hot water kettle"", ""Books and reading material"", ""Shower gel"", ""Melrose Organic  body soap"", ""Refrigerator"", ""Ceiling fan"", ""Dining table"", ""Essentials"", ""BBQ grill"", ""Single level home"", ""Heating"", ""Free dryer"", ""Wine glasses"", ""Private backyard \u2013 Fully fenced"", ""Outdoor playground"", ""Freezer"", ""Private entrance"", ""Private patio or balcony"", ""Hot water"", ""Drying rack for clothing"", ""Children\u2019s dinnerware"", ""Outdoor shower"", ""Crib"", ""Board games"", ""AC - split type ductless system"", ""TV"", ""Free parking on premises"", ""Ethernet connection"", ""Fire extinguisher"", ""High chair"", ""First aid kit"", ""Kitchen"", ""Babysitter recommendations"", ""Barbecue utensils"", ""Mosquito net"", ""Exercise equipment"", ""Dishes and silverware"", ""Blender"", ""Mountain view"", ""Outdoor dining area"", ""Private outdoor pool - available all year, open 24 hours"", ""Fire pit"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Extra pillows and blankets"", ""Garden view"", ""Sonos  sound system"", ""Cooking basics"", ""Mini fridge"", ""Bathtub"", ""Cleaning products"", ""Washer"", ""Rice maker"", ""Children\u2019s books and toys"", ""Coffee"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""EV charger"", ""Pool view"", ""Long term stays allowed"", ""Indoor fireplace"", ""Smoking allowed"", ""Hair dryer"", ""Room-darkening shades""]","$1,300.00",36,1,1,2016-04-25,2024-04-11,4.91,4.92,4.78,4.92,4.97,4.97,4.56,3,3,0,0,0.37,mid_north_nsw
11776515,3337278,2012-08-22,"Bellingen, Australia",within an hour,100%,96%,t,t,t,Bellingen,-30.46901,152.94146,Entire home,Entire home/apt,15,2.5 baths,8.0,"[""Dishwasher"", ""Waterfront"", ""Pocket wifi"", ""Coffee maker"", ""Oven"", ""Iron"", ""Clothing storage: walk-in closet and closet"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Shampoo"", ""Free washer \u2013 In building"", ""Baking sheet"", ""Hot water kettle"", ""Books and reading material"", ""Shower gel"", ""Window AC unit"", ""Portable heater"", ""Ceiling fan"", ""Refrigerator"", ""Essentials"", ""Dining table"", ""BBQ grill"", ""Wine glasses"", ""Crib - available upon request"", ""Freezer"", ""River view"", ""Private entrance"", ""Conditioner"", ""Hot water"", ""Private patio or balcony"", ""Backyard"", ""Children's playroom"", ""Stove"", ""Outdoor shower"", ""Board games"", ""Pets allowed"", ""TV"", ""Free parking on premises"", ""Fire extinguisher"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""First aid kit"", ""Kitchen"", ""Babysitter recommendations"", ""Barbecue utensils"", ""Dishes and silverware"", ""Blender"", ""Ping pong table"", ""Portable fans"", ""Mountain view"", ""Outdoor dining area"", ""Free dryer \u2013 In building"", ""Lake access"", ""Fire pit"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Body soap"", ""Extra pillows and blankets"", ""Microwave"", ""Cooking basics"", ""Toaster"", ""Bathtub"", ""Cleaning products"", ""Rice maker"", ""Coffee"", ""Pool table"", ""Outdoor furniture"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Bluetooth sound system"", ""Hair dryer"", ""Exterior security cameras on property"", ""Indoor fireplace: wood-burning"", ""Piano"", ""Hammock"", ""Free street parking""]",$662.00,107,9,0,2017-09-09,2024-03-03,4.89,4.88,4.79,4.97,4.99,4.96,4.78,1,1,0,0,1.33,mid_north_nsw
11836193,11008959,2014-01-04,"Charlotte Bay, Australia",within a few hours,100%,53%,t,t,t,Mid-Coast,-32.32083,152.47472,Entire home,Entire home/apt,16,5.5 baths,14.0,"[""Dishwasher"", ""Waterfront"", ""Coffee maker"", ""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""Ocean view"", ""Lake view"", ""Shampoo"", ""Refrigerator"", ""BBQ grill"", ""Essentials"", ""Single level home"", ""Heating"", ""Patio or balcony"", ""Private entrance"", ""Backyard"", ""Hot water"", ""Stove"", ""Pets allowed"", ""TV"", ""Air conditioning"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Fire extinguisher"", ""High chair"", ""Kitchen"", ""Dishes and silverware"", ""Lake access"", ""Cooking basics"", ""Extra pillows and blankets"", ""Garden view"", ""Microwave"", ""Bathtub"", ""Washer"", ""Baby bath"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Indoor fireplace"", ""Smoking allowed"", ""Hair dryer"", ""Exterior security cameras on property""]","$1,337.00",13,1,1,2018-10-06,2024-04-16,5.0,5.0,5.0,4.92,4.92,5.0,4.92,5,5,0,0,0.19,mid_north_nsw
12057489,64580378,2016-03-27,"Bellingen, Australia",within an hour,100%,100%,t,t,t,Bellingen,-30.44417597491531,152.89386194457913,Tiny home,Entire home/apt,2,1 bath,1.0,"[""Free driveway parking on premises"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Clothing storage: dresser"", ""Dedicated workspace"", ""Hot water kettle"", ""Shower gel"", ""Refrigerator"", ""Portable heater"", ""Host greets you"", ""Essentials"", ""Wine glasses"", ""Private patio or balcony"", ""Private entrance"", ""38 inch HDTV with Netflix"", ""Conditioner"", ""Hot water"", ""Drying rack for clothing"", ""Electric stove"", ""Pets allowed"", ""Fire extinguisher"", ""Kitchenette"", ""First aid kit"", ""Dishes and silverware"", ""Portable fans"", ""Fire pit"", ""Cooking basics"", ""Bed linens"", ""Body soap"", ""Extra pillows and blankets"", ""Microwave"", ""Toaster"", ""Outdoor furniture"", ""Cleaning products"", ""Washer"", ""Coffee"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Smoking allowed"", ""Hair dryer"", ""Free street parking""]",$103.00,83,83,7,2023-05-31,2024-04-16,4.93,4.9,4.89,4.99,5.0,4.88,4.89,3,3,0,0,7.71,mid_north_nsw
12115017,19313377,2014-08-01,"Emerald Beach, Australia",within a day,90%,59%,f,t,t,Coffs Harbour,-30.17015,153.18769,Entire guesthouse,Entire home/apt,4,1 bath,3.0,"[""Dishwasher"", ""Coffee maker"", ""Oven"", ""Iron"", ""Self check-in"", ""Shampoo"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Building staff"", ""Refrigerator"", ""Essentials"", ""Dryer"", ""Heating"", ""Patio or balcony"", ""Hot water"", ""Stove"", ""TV"", ""Air conditioning"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Fire extinguisher"", ""Beach essentials"", ""Kitchen"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Cooking basics"", ""Microwave"", ""Washer"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking""]",$316.00,38,2,0,2016-06-27,2024-01-08,4.92,4.97,5.0,5.0,4.95,4.92,4.73,3,3,0,0,0.4,mid_north_nsw
12195377,57807098,2016-02-07,"Port Macquarie, Australia",within an hour,100%,97%,t,t,t,Port Macquarie-Hastings,-31.43635,152.9143,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Iron"", ""Breakfast"", ""Self check-in"", ""Dedicated workspace"", ""BBQ grill"", ""Essentials"", ""Heating"", ""Private patio or balcony"", ""Backyard"", ""Private entrance"", ""Hot water"", ""TV"", ""Air conditioning"", ""Free parking on premises"", ""Lockbox"", ""Ethernet connection"", ""Kitchen"", ""First aid kit"", ""Dishes and silverware"", ""Bed linens"", ""Extra pillows and blankets"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",$102.00,401,54,7,2017-02-04,2024-04-16,4.96,4.98,4.98,5.0,4.99,4.9,4.95,1,1,0,0,4.57,mid_north_nsw
12310630,16478227,2014-06-06,"Emerald Beach, Australia",within a few hours,100%,83%,f,t,t,Coffs Harbour,-30.17094,153.16455,Entire cottage,Entire home/apt,5,1 bath,4.0,"[""Waterfront"", ""Coffee maker"", ""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""Self check-in"", ""Laundromat nearby"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Refrigerator"", ""Dining table"", ""Ceiling fan"", ""BBQ grill"", ""Essentials"", ""Single level home"", ""Heating"", ""Wine glasses"", ""Patio or balcony"", ""Freezer"", ""Private entrance"", ""Backyard"", ""Conditioner"", ""Hot water"", ""Drying rack for clothing"", ""Stove"", ""Crib"", ""TV"", ""Free parking on premises"", ""Lockbox"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Barbecue utensils"", ""Dishes and silverware"", ""Cooking basics"", ""Bed linens"", ""Body soap"", ""Extra pillows and blankets"", ""Microwave"", ""Toaster"", ""Rice maker"", ""Cleaning products"", ""Washer"", ""Outdoor furniture"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking""]",$286.00,50,4,1,2016-04-25,2024-04-01,4.9,4.86,4.84,4.98,5.0,4.94,4.82,1,1,0,0,0.51,mid_north_nsw
12389907,60122643,2016-02-23,"Coffs Harbour, Australia",within an hour,100%,99%,f,t,t,Coffs Harbour,-30.20882,153.15587,Entire home,Entire home/apt,8,2 baths,6.0,"[""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Heating - split type ductless system"", ""Private backyard \u2013 Not fully fenced"", ""Free washer \u2013 In building"", ""Baking sheet"", ""Hot water kettle"", ""Refrigerator"", ""Dining table"", ""Essentials"", ""Single level home"", ""Wine glasses"", ""Bay view"", ""Freezer"", ""Private entrance"", ""Private patio or balcony"", ""Hot water"", ""Drying rack for clothing"", ""Stove"", ""Outdoor shower"", ""Clothing storage: wardrobe"", ""AC - split type ductless system"", ""TV"", ""Free parking on premises"", ""Kitchen"", ""Dishes and silverware"", ""Blender"", ""Portable fans"", ""Outdoor dining area"", ""Free dryer \u2013 In building"", ""Lake access"", ""Cooking basics"", ""Bed linens"", ""Extra pillows and blankets"", ""Microwave"", ""Toaster"", ""Safe"", ""Rice maker"", ""Bathtub"", ""Coffee"", ""Shared beach access"", ""Outdoor furniture"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking""]",$199.00,453,72,3,2016-05-02,2024-04-01,4.66,4.83,4.72,4.94,4.93,4.92,4.78,1,1,0,0,4.67,mid_north_nsw
12496966,3843793,2012-10-12,"Scotts Head, Australia",within a day,80%,25%,f,t,t,Nambucca Valley,-30.74759,152.99952,Entire home,Entire home/apt,5,3 baths,3.0,"[""Dishwasher"", ""Coffee maker"", ""Oven"", ""Iron"", ""Self check-in"", ""Shampoo"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hot water kettle"", ""Books and reading material"", ""Baby bath - available upon request"", ""Refrigerator"", ""BBQ grill"", ""Essentials"", ""Dryer"", ""Heating"", ""Patio or balcony"", ""Freezer"", ""Private entrance"", ""Backyard"", ""Hot water"", ""Drying rack for clothing"", ""Outdoor shower"", ""Clothing storage: wardrobe"", ""Pets allowed"", ""Free parking on premises"", ""Air conditioning"", ""Beach access \u2013 Beachfront"", ""Lockbox"", ""Ethernet connection"", ""High chair"", ""First aid kit"", ""Kitchen"", ""Blender"", ""Outdoor dining area"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Body soap"", ""Extra pillows and blankets"", ""Microwave"", ""Cooking basics"", ""Outdoor furniture"", ""Cleaning products"", ""Washer"", ""Coffee"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking""]",$243.00,3,1,0,2020-02-11,2024-03-14,4.0,3.67,3.67,5.0,5.0,4.67,3.33,1,1,0,0,0.06,mid_north_nsw
12693584,48821461,2015-11-12,"Port Macquarie, Australia",within an hour,100%,92%,t,t,t,Port Macquarie-Hastings,-31.47495,152.92357,Entire rental unit,Entire home/apt,3,1 bath,3.0,"[""Dishwasher"", ""Coffee maker"", ""Oven"", ""Iron"", ""Breakfast"", ""Self check-in"", ""Shampoo"", ""Dedicated workspace"", ""Refrigerator"", ""Backyard - Fully fenced"", ""BBQ grill"", ""Essentials"", ""Single level home"", ""Heating"", ""Private patio or balcony"", ""Private entrance"", ""Hot water"", ""Stove"", ""Crib"", ""Pets allowed"", ""TV"", ""Free parking on premises"", ""Lockbox"", ""High chair"", ""First aid kit"", ""Kitchen"", ""Dishes and silverware"", ""Wifi \u2013 25 Mbps"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Extra pillows and blankets"", ""Microwave"", ""Cooking basics"", ""Outdoor furniture"", ""Washer"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Smoking allowed"", ""Hair dryer"", ""Free street parking"", ""Room-darkening shades""]",$140.00,264,34,0,2016-05-01,2024-02-25,4.96,4.97,4.97,4.98,5.0,4.92,4.94,1,1,0,0,2.72,mid_north_nsw
12859940,20453157,2014-08-23,"Port Macquarie, Australia",within an hour,100%,93%,t,t,t,Port Macquarie-Hastings,-31.44133,152.92426,Entire rental unit,Entire home/apt,5,1 bath,3.0,"[""Shared patio or balcony"", ""Dishwasher"", ""Pool"", ""Oven"", ""Iron"", ""Self check-in"", ""Shower gel"", ""Refrigerator"", ""Dining table"", ""Ceiling fan"", ""Essentials"", ""Dryer"", ""Heating"", ""Wine glasses"", ""Clothing storage"", ""Freezer"", ""Hot water"", ""Stove"", ""TV"", ""Free parking on premises"", ""Lockbox"", ""Fire extinguisher"", ""Kitchen"", ""Dishes and silverware"", ""Cooking basics"", ""Bed linens"", ""Extra pillows and blankets"", ""Microwave"", ""Toaster"", ""Bathtub"", ""Washer"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking""]",$163.00,511,67,6,2016-08-05,2024-04-06,4.49,4.71,4.62,4.7,4.83,4.73,4.54,5,3,2,0,5.45,mid_north_nsw
13043963,72159957,2016-05-15,"Port Macquarie, Australia",within an hour,100%,100%,f,t,t,Port Macquarie-Hastings,-31.45225,152.92849,Entire home,Entire home/apt,6,2 baths,6.0,"[""Beach view"", ""Dishwasher"", ""Waterfront"", ""Pocket wifi"", ""Coffee maker"", ""Sound system"", ""Iron"", ""Oven"", ""Private outdoor pool - available all year, open 24 hours, heated, pool cover, pool toys"", ""Ocean view"", ""Self check-in"", ""Clothing storage: closet and wardrobe"", ""Shampoo"", ""Free washer \u2013 In building"", ""Baking sheet"", ""Hot water kettle"", ""Books and reading material"", ""Shower gel"", ""Refrigerator"", ""Dining table"", ""Ceiling fan"", ""BBQ grill"", ""Essentials"", ""Game console"", ""Heating"", ""Wine glasses"", ""Private backyard \u2013 Fully fenced"", ""Freezer"", ""Private patio or balcony"", ""Conditioner"", ""Hot water"", ""Drying rack for clothing"", ""Sun loungers"", ""Children's playroom"", ""Outdoor shower"", ""Board games"", ""TV"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Lockbox"", ""Fire extinguisher"", ""Beach essentials"", ""Kitchen"", ""First aid kit"", ""Sea view"", ""Barbecue utensils"", ""Dishes and silverware"", ""Blender"", ""Outdoor dining area"", ""Free dryer \u2013 In building"", ""Fire pit"", ""Cooking basics"", ""Bed linens"", ""Body soap"", ""Garden view"", ""Extra pillows and blankets"", ""Microwave"", ""Ilve  stainless steel gas stove"", ""Cleaning products"", ""Toaster"", ""Coffee"", ""Outdoor furniture"", ""Children\u2019s books and toys"", ""Central air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Pool view"", ""Hair dryer"", ""Free street parking"", ""Room-darkening shades"", ""Hammock""]",$745.00,19,3,0,2017-01-01,2024-01-19,4.95,4.95,5.0,5.0,5.0,4.72,4.61,1,1,0,0,0.21,mid_north_nsw
13208208,28536240,2015-03-01,"Comboyne, Australia",within an hour,100%,98%,t,t,t,Port Macquarie-Hastings,-31.63797,152.49904,Entire cabin,Entire home/apt,4,1 bath,2.0,"[""Dishwasher"", ""Coffee maker"", ""Oven"", ""Iron"", ""TV with Netflix"", ""Shampoo"", ""Dedicated workspace"", ""Shower gel"", ""Refrigerator"", ""BBQ grill"", ""Essentials"", ""Dryer"", ""Freezer"", ""Private entrance"", ""Private patio or balcony"", ""Backyard"", ""Hot water"", ""Stove"", ""Free parking on premises"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Barbecue utensils"", ""Central heating"", ""Dishes and silverware"", ""Cooking basics"", ""Bed linens"", ""Body soap"", ""Extra pillows and blankets"", ""Microwave"", ""Rice maker"", ""Shared hot tub"", ""Cleaning products"", ""Washer"", ""Long term stays allowed"", ""Central air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking""]",$300.00,348,45,4,2016-07-14,2024-04-15,4.85,4.9,4.79,4.93,4.89,4.93,4.75,4,4,0,0,3.68,mid_north_nsw
13265478,74708929,2016-05-29,"Rollands Plains, Australia",within an hour,100%,100%,f,t,t,Port Macquarie-Hastings,-31.27608,152.66993,Entire home,Entire home/apt,5,1 bath,3.0,"[""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""Self check-in"", ""Shampoo"", ""Baking sheet"", ""Hot water kettle"", ""Building staff"", ""Books and reading material"", ""Coffee maker: Nespresso"", ""Shower gel"", ""Refrigerator"", ""Dining table"", ""Ceiling fan"", ""BBQ grill"", ""Essentials"", ""Single level home"", ""Heating"", ""Wine glasses"", ""Clothing storage"", ""Patio or balcony"", ""Freezer"", ""Private entrance"", ""Backyard"", ""Hot water"", ""Drying rack for clothing"", ""Stove"", ""Board games"", ""TV"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Kitchen"", ""First aid kit"", ""Barbecue utensils"", ""Dishes and silverware"", ""Portable fans"", ""Mountain view"", ""Outdoor dining area"", ""Shared outdoor pool - available all year, open 24 hours"", ""Cooking basics"", ""Bed linens"", ""Extra pillows and blankets"", ""Garden view"", ""Microwave"", ""Toaster"", ""Outdoor furniture"", ""Cleaning products"", ""Washer"", ""Coffee"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Valley view"", ""Room-darkening shades""]",$170.00,100,9,1,2016-08-13,2024-04-04,4.99,4.98,4.99,5.0,4.99,4.94,4.95,1,1,0,0,1.07,mid_north_nsw
13362664,75831378,2016-06-05,"Sawtell, Australia",within a few hours,100%,66%,f,t,t,Coffs Harbour,-30.37251,153.10103,Entire villa,Entire home/apt,8,1 bath,6.0,"[""Pocket wifi"", ""Oven"", ""Iron"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Coffee maker: Nespresso"", ""Refrigerator"", ""Ceiling fan"", ""Essentials"", ""Heating"", ""Patio or balcony"", ""Freezer"", ""Private entrance"", ""Backyard"", ""Conditioner"", ""Hot water"", ""Stove"", ""Pets allowed"", ""TV"", ""Air conditioning"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Fire extinguisher"", ""Kitchen"", ""Dishes and silverware"", ""Cooking basics"", ""Bed linens"", ""Extra pillows and blankets"", ""Microwave"", ""Washer"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking""]",$199.00,106,11,0,2016-10-03,2024-03-09,4.42,4.61,4.39,4.85,4.92,4.95,4.47,1,1,0,0,1.15,mid_north_nsw
13378536,76022684,2016-06-05,"Stuarts Point, Australia",within a day,70%,67%,f,t,t,Kempsey,-30.82185,152.99086,Entire home,Entire home/apt,6,1 bath,4.0,"[""TV"", ""Washer"", ""Free parking on premises"", ""Kitchen"", ""Iron"", ""Hangers"", ""Heating"", ""Smoke alarm"", ""Hot water""]",$113.00,17,1,0,2016-08-06,2024-01-02,3.94,4.29,4.41,4.71,4.65,4.82,4.12,18,18,0,0,0.18,mid_north_nsw
13417687,283569254,2019-08-07,"Port Macquarie, Australia",within an hour,97%,79%,f,t,t,Kempsey,-31.19018,152.97631,Entire rental unit,Entire home/apt,5,2 baths,3.0,"[""Shared patio or balcony"", ""Refrigerator"", ""TV"", ""Cleaning products"", ""Washer"", ""Beach access \u2013 Beachfront"", ""Free parking on premises"", ""Lockbox"", ""Wifi"", ""Hangers"", ""Iron"", ""Smoke alarm"", ""Kitchen"", ""Backyard"", ""Self check-in"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hot water""]",$300.00,78,7,0,2016-09-30,2023-09-26,4.71,4.76,4.55,4.81,4.83,4.97,4.79,15,15,0,0,0.85,mid_north_nsw
13433127,53103442,2016-01-03,"Tinonee, Australia",within an hour,100%,95%,f,t,t,Mid-Coast,-31.94666,152.40537,Entire home,Entire home/apt,8,2.5 baths,5.0,"[""Shared backyard \u2013 Not fully fenced"", ""Coffee maker"", ""Oven"", ""Iron"", ""Self check-in"", ""Shampoo"", ""Free washer \u2013 In building"", ""Dedicated workspace"", ""Hot water kettle"", ""Baking sheet"", ""Shower gel"", ""Refrigerator"", ""Indoor fireplace: wood-burning"", ""Ceiling fan"", ""Dining table"", ""Essentials"", ""BBQ grill"", ""Single level home"", ""Wine glasses"", ""Clothing storage"", ""Private patio or balcony"", ""Private entrance"", ""Conditioner"", ""Hot water"", ""Electric stove"", ""AC - split type ductless system"", ""Free parking on premises"", ""Lockbox"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Barbecue utensils"", ""Dishes and silverware"", ""Mountain view"", ""Outdoor dining area"", ""Free dryer \u2013 In building"", ""Cooking basics"", ""Bed linens"", ""Extra pillows and blankets"", ""Garden view"", ""Microwave"", ""Toaster"", ""Outdoor furniture"", ""Bathtub"", ""Shared pool"", ""HDTV"", ""Central air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Pool view"", ""Hair dryer"", ""Free street parking"", ""Valley view""]",$150.00,95,18,2,2016-07-22,2024-03-31,4.95,4.94,4.97,4.99,4.98,4.87,4.86,2,2,0,0,1.01,mid_north_nsw
13465820,31250177,2015-04-14,"Gleniffer, Australia",within a few hours,100%,89%,t,t,t,Bellingen,-30.35275,152.88676,Entire home,Entire home/apt,5,1 bath,3.0,"[""Room-darkening shades"", ""Dishwasher"", ""Waterfront"", ""Gas stove"", ""Iron"", ""Wifi \u2013 11 Mbps"", ""Shampoo"", ""Clothing storage: dresser"", ""Dedicated workspace"", ""Hot water kettle"", ""Baking sheet"", ""Private backyard \u2013 Not fully fenced"", ""Standalone high chair - available upon request"", ""Refrigerator"", ""Portable heater"", ""Dining table"", ""Essentials"", ""Electric oven, gas cooktops oven"", ""Single level home"", ""Wine glasses"", ""Free dryer"", ""Freezer"", ""Private entrance"", ""Private patio or balcony"", ""Conditioner"", ""Hot water"", ""Drying rack for clothing"", ""Board games"", ""Free parking on premises"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""42 inch TV with Netflix"", ""Mosquito net"", ""Dishes and silverware"", ""Portable fans"", ""Blender"", ""Outdoor dining area"", ""Coffee maker: drip coffee maker"", ""Cooking basics"", ""Bed linens"", ""Body soap"", ""Extra pillows and blankets"", ""Toaster"", ""Safe"", ""Outdoor furniture"", ""Bathtub"", ""Cleaning products"", ""Coffee"", ""Long term stays allowed"", ""Fireplace guards"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Children\u2019s books and toys for ages 2-5 years old"", ""Indoor fireplace: wood-burning"", ""Piano"", ""Free street parking"", ""Free washer""]",$380.00,8,1,1,2022-07-17,2024-03-31,5.0,5.0,4.88,5.0,5.0,5.0,4.88,3,2,1,0,0.37,mid_north_nsw
